date,department,test_type,tests_conducted,avg_tat,cost_per_test,total_cost,rejected_tests,rejection_reasons,patient_satisfaction,instrument_name,instrument_utilization
27-Jan-2025,Neurology,CT Brain,19,30,3000,57000,0,Unknown,3.5,CT Scanner,79.06
27-Jan-2025,Neurology,EEG,11,45,1500,16500,0,Unknown,4.8,Biochemistry Analyzer,82.1
27-Jan-2025,Neurology,Electrolytes,12,60,300,3600,0,Unknown,3.6,Biochemistry Analyzer,73.11
27-Jan-2025,Neurology,MRI Brain,10,60,5000,50000,0,Unknown,3.4,MRI Machine,75.36
27-Jan-2025,Orthopedics,Calcium,9,60,300,2700,1,Insufficient Volume,4,Hematology Analyzer,75.8
27-Jan-2025,Orthopedics,MRI Spine,11,60,5000,55000,0,Unknown,2.2,MRI Machine,80.43
27-Jan-2025,Orthopedics,Vitamin D,9,240,800,7200,1,Instrument Failure,3.5,Biochemistry Analyzer,79.05
27-Jan-2025,Orthopedics,X-Ray,8,30,400,3200,0,Unknown,3.8,X-Ray Machine,75
27-Jan-2025,Pediatrics,CBC,14,60,200,2800,0,Unknown,3.8,Biochemistry Analyzer,78.55
27-Jan-2025,Pediatrics,Rapid Infection Panel,12,120,1200,14400,0,Unknown,4.2,Hematology Analyzer,80.44
27-Jan-2025,Pediatrics,Stool Test,16,60,200,3200,0,Unknown,4.2,Hematology Analyzer,82.84
27-Jan-2025,Pediatrics,Urine Routine,11,90,150,1650,0,Unknown,4,Biochemistry Analyzer,77.2
27-Jan-2025,Pulmonology,ABG Analysis,4,20,500,2000,1,Clotted Sample,3.3,Hematology Analyzer,86.42
27-Jan-2025,Pulmonology,Chest X-Ray,12,30,400,4800,0,Unknown,3.8,X-Ray Machine,78.08
27-Jan-2025,Pulmonology,Spirometry,5,30,600,3000,0,Unknown,4.7,Spirometer,82.97
27-Jan-2025,Pulmonology,Sputum AFB,9,2880,500,4500,0,Unknown,3.2,Hematology Analyzer,81.76
28-Jan-2025,Cardiology,ECG,14,15,300,4200,2,"Instrument Failure,Clotted Sample",3.2,ECG Machine,79.97
28-Jan-2025,Cardiology,Echocardiogram,7,45,2000,14000,0,Unknown,3.8,ECG Machine,71.89
28-Jan-2025,Cardiology,Lipid Profile,9,180,600,5400,0,Unknown,3.2,Biochemistry Analyzer,81.84
28-Jan-2025,Cardiology,Troponin,14,60,700,9800,1,Expired Reagent,4.2,Biochemistry Analyzer,77.18
28-Jan-2025,General Medicine,Blood Sugar,17,30,100,1700,0,Unknown,4.3,Biochemistry Analyzer,73.58
28-Jan-2025,General Medicine,CBC,13,60,200,2600,0,Unknown,3.7,Hematology Analyzer,82.79
28-Jan-2025,General Medicine,LFT,11,120,400,4400,0,Unknown,4,Hematology Analyzer,72.76
28-Jan-2025,General Medicine,Lipid Profile,9,180,600,5400,0,Unknown,3.6,Hematology Analyzer,78.79
28-Jan-2025,General Medicine,Urine Routine,9,90,150,1350,0,Unknown,3.5,Hematology Analyzer,75.5
28-Jan-2025,General Surgery,CBC,12,60,200,2400,3,"Contaminated Sample,Instrument Failure,Instrument Failure",4.7,Biochemistry Analyzer,83.88
28-Jan-2025,General Surgery,Coagulation Profile,10,150,500,5000,0,Unknown,3.6,Hematology Analyzer,72.2
28-Jan-2025,General Surgery,Crossmatch,11,240,800,8800,1,Contaminated Sample,4.2,Hematology Analyzer,76.53
28-Jan-2025,General Surgery,LFT,19,120,400,7600,1,Clotted Sample,3.2,Biochemistry Analyzer,72.78
28-Jan-2025,Gynecology & OBG,CBC,20,60,200,4000,1,Contaminated Sample,4.7,Biochemistry Analyzer,74.51
28-Jan-2025,Gynecology & OBG,Hormone Panel,7,180,1500,10500,0,Unknown,4,Biochemistry Analyzer,74.36
28-Jan-2025,Gynecology & OBG,Pregnancy Test,9,20,250,2250,1,Hemolyzed Sample,4.2,Biochemistry Analyzer,84.52
28-Jan-2025,Gynecology & OBG,Ultrasound,11,45,1200,13200,2,"Instrument Failure,Expired Reagent",3.7,Ultrasound Machine,75.01
28-Jan-2025,Nephrology,Creatinine Clearance,4,1440,500,2000,0,Unknown,3.7,Biochemistry Analyzer,79.63
28-Jan-2025,Nephrology,Electrolytes,12,60,300,3600,0,Unknown,2.7,Biochemistry Analyzer,79.19
28-Jan-2025,Nephrology,Renal Panel,7,120,600,4200,0,Unknown,4,Biochemistry Analyzer,78.08
28-Jan-2025,Nephrology,Urine Culture,9,2880,700,6300,0,Unknown,4.4,Hematology Analyzer,81.47
28-Jan-2025,Neurology,CT Brain,8,30,3000,24000,1,Contaminated Sample,3.5,CT Scanner,70.43
28-Jan-2025,Neurology,EEG,10,45,1500,15000,0,Unknown,3.7,Hematology Analyzer,70.9
28-Jan-2025,Neurology,Electrolytes,13,60,300,3900,0,Unknown,3.8,Hematology Analyzer,70.1
28-Jan-2025,Neurology,MRI Brain,6,60,5000,30000,1,Clotted Sample,3,MRI Machine,69.86
28-Jan-2025,Orthopedics,Calcium,11,60,300,3300,1,Insufficient Volume,3,Biochemistry Analyzer,81.63
28-Jan-2025,Orthopedics,MRI Spine,8,60,5000,40000,0,Unknown,4.8,MRI Machine,82.39
28-Jan-2025,Orthopedics,Vitamin D,16,240,800,12800,0,Unknown,2.5,Biochemistry Analyzer,80.18
28-Jan-2025,Orthopedics,X-Ray,10,30,400,4000,0,Unknown,3,X-Ray Machine,83.14
28-Jan-2025,Pediatrics,CBC,13,60,200,2600,0,Unknown,3.8,Hematology Analyzer,78.18
28-Jan-2025,Pediatrics,Rapid Infection Panel,16,120,1200,19200,0,Unknown,4.2,Biochemistry Analyzer,72.5
28-Jan-2025,Pediatrics,Stool Test,9,60,200,1800,0,Unknown,4.3,Biochemistry Analyzer,78.54
28-Jan-2025,Pediatrics,Urine Routine,6,90,150,900,1,Insufficient Volume,4.2,Hematology Analyzer,77.03
28-Jan-2025,Pulmonology,ABG Analysis,9,20,500,4500,0,Unknown,4.8,Biochemistry Analyzer,79.74
28-Jan-2025,Pulmonology,Chest X-Ray,4,30,400,1600,0,Unknown,4.7,X-Ray Machine,69.02
28-Jan-2025,Pulmonology,Spirometry,5,30,600,3000,0,Unknown,4.5,Spirometer,77.79
28-Jan-2025,Pulmonology,Sputum AFB,8,2880,500,4000,0,Unknown,4.2,Biochemistry Analyzer,76.77
29-Jan-2025,Cardiology,ECG,9,15,300,2700,0,Unknown,3.5,ECG Machine,81.78
29-Jan-2025,Cardiology,Echocardiogram,11,45,2000,22000,0,Unknown,4,ECG Machine,78.9
29-Jan-2025,Cardiology,Lipid Profile,15,180,600,9000,0,Unknown,3.8,Hematology Analyzer,81.57
29-Jan-2025,Cardiology,Troponin,12,60,700,8400,1,Clotted Sample,3,Hematology Analyzer,76.18
29-Jan-2025,General Medicine,Blood Sugar,16,30,100,1600,0,Unknown,4.3,Hematology Analyzer,77.95
29-Jan-2025,General Medicine,CBC,13,60,200,2600,0,Unknown,4,Hematology Analyzer,70.38
29-Jan-2025,General Medicine,LFT,14,120,400,5600,1,Instrument Failure,3.3,Hematology Analyzer,73.98
29-Jan-2025,General Medicine,Lipid Profile,12,180,600,7200,0,Unknown,2.9,Hematology Analyzer,78.64
29-Jan-2025,General Medicine,Urine Routine,6,90,150,900,0,Unknown,3.6,Hematology Analyzer,76.21
29-Jan-2025,General Surgery,CBC,6,60,200,1200,0,Unknown,4.5,Biochemistry Analyzer,66.76
29-Jan-2025,General Surgery,Coagulation Profile,4,150,500,2000,0,Unknown,2,Hematology Analyzer,94.2
29-Jan-2025,General Surgery,Crossmatch,6,240,800,4800,0,Unknown,4,Hematology Analyzer,74.15
29-Jan-2025,General Surgery,LFT,12,120,400,4800,0,Unknown,4,Hematology Analyzer,75.7
29-Jan-2025,Gynecology & OBG,CBC,7,60,200,1400,1,Instrument Failure,4.6,Biochemistry Analyzer,79.53
29-Jan-2025,Gynecology & OBG,Hormone Panel,8,180,1500,12000,0,Unknown,4.6,Biochemistry Analyzer,74.85
29-Jan-2025,Gynecology & OBG,Pregnancy Test,14,20,250,3500,0,Unknown,3.8,Biochemistry Analyzer,75.91
29-Jan-2025,Gynecology & OBG,Ultrasound,8,45,1200,9600,1,Clotted Sample,3.5,Ultrasound Machine,69.44
29-Jan-2025,Nephrology,Creatinine Clearance,7,1440,500,3500,1,Instrument Failure,3,Hematology Analyzer,82.38
29-Jan-2025,Nephrology,Electrolytes,7,60,300,2100,0,Unknown,4,Hematology Analyzer,78.61
29-Jan-2025,Nephrology,Renal Panel,9,120,600,5400,0,Unknown,4.7,Biochemistry Analyzer,70.84
29-Jan-2025,Nephrology,Urine Culture,14,2880,700,9800,0,Unknown,4.2,Biochemistry Analyzer,83.38
29-Jan-2025,Neurology,CT Brain,11,30,3000,33000,0,Unknown,3.7,CT Scanner,76.82
29-Jan-2025,Neurology,EEG,13,45,1500,19500,0,Unknown,4.2,Biochemistry Analyzer,77.3
29-Jan-2025,Neurology,Electrolytes,14,60,300,4200,0,Unknown,3.8,Biochemistry Analyzer,74.66
29-Jan-2025,Neurology,MRI Brain,11,60,5000,55000,1,Insufficient Volume,3.2,MRI Machine,75.22
29-Jan-2025,Orthopedics,Calcium,11,60,300,3300,0,Unknown,3.2,Biochemistry Analyzer,80.62
29-Jan-2025,Orthopedics,MRI Spine,4,60,5000,20000,1,Expired Reagent,5,MRI Machine,81.5
29-Jan-2025,Orthopedics,Vitamin D,14,240,800,11200,0,Unknown,4.2,Hematology Analyzer,80.91
29-Jan-2025,Orthopedics,X-Ray,9,30,400,3600,0,Unknown,4.2,X-Ray Machine,75.15
29-Jan-2025,Pediatrics,CBC,10,60,200,2000,1,Instrument Failure,3.2,Biochemistry Analyzer,76.86
29-Jan-2025,Pediatrics,Rapid Infection Panel,7,120,1200,8400,0,Unknown,3.6,Biochemistry Analyzer,71.88
29-Jan-2025,Pediatrics,Stool Test,10,60,200,2000,0,Unknown,2,Biochemistry Analyzer,75.26
29-Jan-2025,Pediatrics,Urine Routine,12,90,150,1800,1,Insufficient Volume,4.3,Hematology Analyzer,78.74
29-Jan-2025,Pulmonology,ABG Analysis,10,20,500,5000,0,Unknown,4.2,Biochemistry Analyzer,84.71
29-Jan-2025,Pulmonology,Chest X-Ray,18,30,400,7200,0,Unknown,4.5,X-Ray Machine,80.67
29-Jan-2025,Pulmonology,Spirometry,12,30,600,7200,0,Unknown,3.7,Spirometer,72.51
29-Jan-2025,Pulmonology,Sputum AFB,7,2880,500,3500,0,Unknown,3.7,Hematology Analyzer,79.93
30-Jan-2025,Cardiology,ECG,6,15,300,1800,0,Unknown,3.5,ECG Machine,74.4
30-Jan-2025,Cardiology,Echocardiogram,10,45,2000,20000,0,Unknown,4.4,ECG Machine,77.55
30-Jan-2025,Cardiology,Lipid Profile,8,180,600,4800,0,Unknown,4.2,Hematology Analyzer,85.6
30-Jan-2025,Cardiology,Troponin,7,60,700,4900,0,Unknown,4.2,Hematology Analyzer,70.22
30-Jan-2025,General Medicine,Blood Sugar,5,30,100,500,0,Unknown,3.5,Hematology Analyzer,83.5
30-Jan-2025,General Medicine,CBC,11,60,200,2200,1,Instrument Failure,4.6,Biochemistry Analyzer,73.01
30-Jan-2025,General Medicine,LFT,7,120,400,2800,0,Unknown,3.5,Biochemistry Analyzer,84.68
30-Jan-2025,General Medicine,Lipid Profile,6,180,600,3600,1,Clotted Sample,4,Biochemistry Analyzer,75.81
30-Jan-2025,General Medicine,Urine Routine,7,90,150,1050,1,Hemolyzed Sample,4.2,Hematology Analyzer,82.41
30-Jan-2025,General Surgery,CBC,10,60,200,2000,0,Unknown,4.5,Biochemistry Analyzer,77.61
30-Jan-2025,General Surgery,Coagulation Profile,10,150,500,5000,0,Unknown,3.6,Biochemistry Analyzer,80.5
30-Jan-2025,General Surgery,Crossmatch,8,240,800,6400,0,Unknown,4.6,Biochemistry Analyzer,69.55
30-Jan-2025,General Surgery,LFT,16,120,400,6400,0,Unknown,3.8,Hematology Analyzer,80.4
30-Jan-2025,Gynecology & OBG,CBC,9,60,200,1800,0,Unknown,4.5,Biochemistry Analyzer,84.3
30-Jan-2025,Gynecology & OBG,Hormone Panel,8,180,1500,12000,1,Hemolyzed Sample,3.8,Hematology Analyzer,80.67
30-Jan-2025,Gynecology & OBG,Pregnancy Test,11,20,250,2750,0,Unknown,3.8,Biochemistry Analyzer,83.78
30-Jan-2025,Gynecology & OBG,Ultrasound,9,45,1200,10800,0,Unknown,3.8,Ultrasound Machine,72.55
30-Jan-2025,Nephrology,Creatinine Clearance,8,1440,500,4000,0,Unknown,4,Biochemistry Analyzer,80.02
30-Jan-2025,Nephrology,Electrolytes,8,60,300,2400,2,"Expired Reagent,Instrument Failure",3.8,Biochemistry Analyzer,75.23
30-Jan-2025,Nephrology,Renal Panel,15,120,600,9000,0,Unknown,4.5,Hematology Analyzer,71.05
30-Jan-2025,Nephrology,Urine Culture,6,2880,700,4200,0,Unknown,3.5,Hematology Analyzer,75.15
30-Jan-2025,Neurology,CT Brain,11,30,3000,33000,0,Unknown,3,CT Scanner,85.12
30-Jan-2025,Neurology,EEG,11,45,1500,16500,1,Expired Reagent,4.2,Biochemistry Analyzer,82.49
30-Jan-2025,Neurology,Electrolytes,14,60,300,4200,0,Unknown,3.4,Hematology Analyzer,80.42
30-Jan-2025,Neurology,MRI Brain,6,60,5000,30000,0,Unknown,3.8,MRI Machine,91.25
30-Jan-2025,Orthopedics,Calcium,7,60,300,2100,0,Unknown,4.8,Biochemistry Analyzer,67.77
30-Jan-2025,Orthopedics,MRI Spine,10,60,5000,50000,0,Unknown,4,MRI Machine,80.98
30-Jan-2025,Orthopedics,Vitamin D,8,240,800,6400,0,Unknown,3.2,Biochemistry Analyzer,77.3
30-Jan-2025,Orthopedics,X-Ray,5,30,400,2000,0,Unknown,4,X-Ray Machine,80.37
30-Jan-2025,Pediatrics,CBC,14,60,200,2800,1,Instrument Failure,4.2,Biochemistry Analyzer,75.8
30-Jan-2025,Pediatrics,Rapid Infection Panel,14,120,1200,16800,1,Instrument Failure,3.2,Hematology Analyzer,72.36
30-Jan-2025,Pediatrics,Stool Test,12,60,200,2400,0,Unknown,3.8,Biochemistry Analyzer,76.81
30-Jan-2025,Pediatrics,Urine Routine,11,90,150,1650,0,Unknown,3.8,Biochemistry Analyzer,76.18
30-Jan-2025,Pulmonology,ABG Analysis,11,20,500,5500,0,Unknown,3,Hematology Analyzer,80.59
30-Jan-2025,Pulmonology,Chest X-Ray,4,30,400,1600,0,Unknown,4,X-Ray Machine,74.58
30-Jan-2025,Pulmonology,Spirometry,17,30,600,10200,0,Unknown,2.5,Spirometer,79.26
30-Jan-2025,Pulmonology,Sputum AFB,13,2880,500,6500,2,"Insufficient Volume,Instrument Failure",4,Biochemistry Analyzer,69.64
31-Jan-2025,Cardiology,ECG,5,15,300,1500,0,Unknown,2.7,ECG Machine,77.37
31-Jan-2025,Cardiology,Echocardiogram,15,45,2000,30000,1,Contaminated Sample,3.2,ECG Machine,80.23
31-Jan-2025,Cardiology,Lipid Profile,9,180,600,5400,1,Contaminated Sample,3.4,Hematology Analyzer,75.56
31-Jan-2025,Cardiology,Troponin,14,60,700,9800,1,Insufficient Volume,4.2,Hematology Analyzer,78.45
31-Jan-2025,General Medicine,Blood Sugar,12,30,100,1200,1,Contaminated Sample,3.5,Hematology Analyzer,71.27
31-Jan-2025,General Medicine,CBC,7,60,200,1400,1,Contaminated Sample,4,Hematology Analyzer,80.36
31-Jan-2025,General Medicine,LFT,6,120,400,2400,0,Unknown,4.2,Biochemistry Analyzer,72.76
31-Jan-2025,General Medicine,Lipid Profile,8,180,600,4800,1,Insufficient Volume,3.2,Biochemistry Analyzer,77.08
31-Jan-2025,General Medicine,Urine Routine,9,90,150,1350,3,"Hemolyzed Sample,Insufficient Volume,Contaminated Sample",3.2,Hematology Analyzer,83.8
31-Jan-2025,General Surgery,CBC,10,60,200,2000,0,Unknown,4.2,Biochemistry Analyzer,75.12
31-Jan-2025,General Surgery,Coagulation Profile,7,150,500,3500,0,Unknown,4.5,Biochemistry Analyzer,73.62
31-Jan-2025,General Surgery,Crossmatch,9,240,800,7200,0,Unknown,3.4,Hematology Analyzer,80.96
31-Jan-2025,General Surgery,LFT,10,120,400,4000,0,Unknown,4.2,Hematology Analyzer,73.39
31-Jan-2025,Gynecology & OBG,CBC,9,60,200,1800,1,Hemolyzed Sample,3.3,Biochemistry Analyzer,73.8
31-Jan-2025,Gynecology & OBG,Hormone Panel,11,180,1500,16500,1,Contaminated Sample,3.3,Biochemistry Analyzer,76.95
31-Jan-2025,Gynecology & OBG,Pregnancy Test,9,20,250,2250,0,Unknown,4,Biochemistry Analyzer,81.73
31-Jan-2025,Gynecology & OBG,Ultrasound,12,45,1200,14400,0,Unknown,2.8,Ultrasound Machine,75.57
31-Jan-2025,Nephrology,Creatinine Clearance,10,1440,500,5000,1,Hemolyzed Sample,4,Biochemistry Analyzer,74.22
31-Jan-2025,Nephrology,Electrolytes,6,60,300,1800,0,Unknown,3.3,Biochemistry Analyzer,87.49
31-Jan-2025,Nephrology,Renal Panel,5,120,600,3000,0,Unknown,3.8,Biochemistry Analyzer,72.67
31-Jan-2025,Nephrology,Urine Culture,12,2880,700,8400,1,Clotted Sample,3.8,Hematology Analyzer,80.76
31-Jan-2025,Neurology,CT Brain,9,30,3000,27000,0,Unknown,3.8,CT Scanner,82.37
31-Jan-2025,Neurology,EEG,12,45,1500,18000,2,"Insufficient Volume,Clotted Sample",4.8,Biochemistry Analyzer,79.72
31-Jan-2025,Neurology,Electrolytes,13,60,300,3900,2,"Hemolyzed Sample,Instrument Failure",3.3,Hematology Analyzer,73.49
31-Jan-2025,Neurology,MRI Brain,8,60,5000,40000,0,Unknown,4,MRI Machine,80.42
31-Jan-2025,Orthopedics,Calcium,10,60,300,3000,0,Unknown,3.2,Hematology Analyzer,78.98
31-Jan-2025,Orthopedics,MRI Spine,10,60,5000,50000,1,Expired Reagent,3.4,MRI Machine,78.67
31-Jan-2025,Orthopedics,Vitamin D,12,240,800,9600,3,"Instrument Failure,Hemolyzed Sample,Insufficient Volume",5,Biochemistry Analyzer,80.82
31-Jan-2025,Orthopedics,X-Ray,18,30,400,7200,0,Unknown,3.7,X-Ray Machine,72.38
31-Jan-2025,Pediatrics,CBC,11,60,200,2200,1,Expired Reagent,3.3,Biochemistry Analyzer,80.29
31-Jan-2025,Pediatrics,Rapid Infection Panel,15,120,1200,18000,0,Unknown,4.3,Biochemistry Analyzer,77.56
31-Jan-2025,Pediatrics,Stool Test,7,60,200,1400,1,Insufficient Volume,3.2,Hematology Analyzer,80.57
31-Jan-2025,Pediatrics,Urine Routine,12,90,150,1800,0,Unknown,3.2,Hematology Analyzer,72.49
31-Jan-2025,Pulmonology,ABG Analysis,12,20,500,6000,0,Unknown,4.2,Biochemistry Analyzer,84.21
31-Jan-2025,Pulmonology,Chest X-Ray,8,30,400,3200,1,Contaminated Sample,3.5,X-Ray Machine,81.78
31-Jan-2025,Pulmonology,Spirometry,8,30,600,4800,0,Unknown,3,Spirometer,82.56
31-Jan-2025,Pulmonology,Sputum AFB,6,2880,500,3000,0,Unknown,4.2,Biochemistry Analyzer,81.08
1-Feb-2025,Cardiology,ECG,8,15,300,2400,0,Unknown,2.7,ECG Machine,84.38
1-Feb-2025,Cardiology,Echocardiogram,15,45,2000,30000,2,"Expired Reagent,Contaminated Sample",3.7,ECG Machine,76.98
1-Feb-2025,Cardiology,Lipid Profile,16,180,600,9600,0,Unknown,3.7,Biochemistry Analyzer,78.77
1-Feb-2025,Cardiology,Troponin,8,60,700,5600,1,Expired Reagent,4.3,Hematology Analyzer,75.85
1-Feb-2025,General Medicine,Blood Sugar,11,30,100,1100,1,Contaminated Sample,3,Biochemistry Analyzer,82.99
1-Feb-2025,General Medicine,CBC,6,60,200,1200,0,Unknown,4.2,Biochemistry Analyzer,75.6
1-Feb-2025,General Medicine,LFT,7,120,400,2800,2,"Hemolyzed Sample,Insufficient Volume",3.8,Hematology Analyzer,78.5
1-Feb-2025,General Medicine,Lipid Profile,9,180,600,5400,0,Unknown,4.2,Biochemistry Analyzer,86.39
1-Feb-2025,General Medicine,Urine Routine,14,90,150,2100,0,Unknown,3.3,Hematology Analyzer,73.48
1-Feb-2025,General Surgery,CBC,10,60,200,2000,0,Unknown,4.2,Biochemistry Analyzer,85.26
1-Feb-2025,General Surgery,Coagulation Profile,9,150,500,4500,0,Unknown,4.6,Biochemistry Analyzer,72.07
1-Feb-2025,General Surgery,Crossmatch,13,240,800,10400,1,Expired Reagent,3.4,Hematology Analyzer,73.34
1-Feb-2025,General Surgery,LFT,7,120,400,2800,1,Instrument Failure,4.2,Biochemistry Analyzer,79
1-Feb-2025,Gynecology & OBG,CBC,8,60,200,1600,0,Unknown,4.2,Hematology Analyzer,78
1-Feb-2025,Gynecology & OBG,Hormone Panel,9,180,1500,13500,0,Unknown,4,Biochemistry Analyzer,78.94
1-Feb-2025,Gynecology & OBG,Pregnancy Test,11,20,250,2750,0,Unknown,4.2,Hematology Analyzer,78.55
1-Feb-2025,Gynecology & OBG,Ultrasound,4,45,1200,4800,0,Unknown,3.7,Ultrasound Machine,67.6
1-Feb-2025,Nephrology,Creatinine Clearance,7,1440,500,3500,0,Unknown,4,Biochemistry Analyzer,79.26
1-Feb-2025,Nephrology,Electrolytes,8,60,300,2400,0,Unknown,2.4,Hematology Analyzer,73.93
1-Feb-2025,Nephrology,Renal Panel,5,120,600,3000,0,Unknown,4,Hematology Analyzer,75.48
1-Feb-2025,Nephrology,Urine Culture,13,2880,700,9100,0,Unknown,4,Hematology Analyzer,78.57
1-Feb-2025,Neurology,CT Brain,6,30,3000,18000,0,Unknown,4.2,CT Scanner,73.27
1-Feb-2025,Neurology,EEG,9,45,1500,13500,0,Unknown,3.8,Biochemistry Analyzer,80.29
1-Feb-2025,Neurology,Electrolytes,7,60,300,2100,1,Contaminated Sample,3,Hematology Analyzer,76.81
1-Feb-2025,Neurology,MRI Brain,17,60,5000,85000,0,Unknown,3.5,MRI Machine,78.64
1-Feb-2025,Orthopedics,Calcium,7,60,300,2100,1,Hemolyzed Sample,3.8,Hematology Analyzer,75.01
1-Feb-2025,Orthopedics,MRI Spine,13,60,5000,65000,1,Instrument Failure,3.8,MRI Machine,83.44
1-Feb-2025,Orthopedics,Vitamin D,8,240,800,6400,2,"Clotted Sample,Hemolyzed Sample",2.8,Hematology Analyzer,79.85
1-Feb-2025,Orthopedics,X-Ray,13,30,400,5200,0,Unknown,3.3,X-Ray Machine,78.6
1-Feb-2025,Pediatrics,CBC,10,60,200,2000,0,Unknown,4.4,Hematology Analyzer,76.73
1-Feb-2025,Pediatrics,Rapid Infection Panel,12,120,1200,14400,0,Unknown,3.8,Hematology Analyzer,75.96
1-Feb-2025,Pediatrics,Stool Test,8,60,200,1600,0,Unknown,5,Hematology Analyzer,72.39
1-Feb-2025,Pediatrics,Urine Routine,8,90,150,1200,1,Clotted Sample,4.3,Hematology Analyzer,80.9
1-Feb-2025,Pulmonology,ABG Analysis,16,20,500,8000,2,"Hemolyzed Sample,Instrument Failure",4,Biochemistry Analyzer,81.38
1-Feb-2025,Pulmonology,Chest X-Ray,7,30,400,2800,1,Contaminated Sample,3.7,X-Ray Machine,73.54
1-Feb-2025,Pulmonology,Spirometry,12,30,600,7200,0,Unknown,4,Spirometer,83.86
1-Feb-2025,Pulmonology,Sputum AFB,8,2880,500,4000,0,Unknown,4,Biochemistry Analyzer,75.47
2-Feb-2025,Cardiology,ECG,14,15,300,4200,2,"Hemolyzed Sample,Instrument Failure",4,ECG Machine,75.82
2-Feb-2025,Cardiology,Echocardiogram,13,45,2000,26000,1,Hemolyzed Sample,3.6,ECG Machine,76
2-Feb-2025,Cardiology,Lipid Profile,9,180,600,5400,2,"Contaminated Sample,Contaminated Sample",3.8,Biochemistry Analyzer,75.44
2-Feb-2025,Cardiology,Troponin,9,60,700,6300,0,Unknown,3.5,Biochemistry Analyzer,79.21
2-Feb-2025,General Medicine,Blood Sugar,9,30,100,900,0,Unknown,3.8,Biochemistry Analyzer,66.85
2-Feb-2025,General Medicine,CBC,10,60,200,2000,0,Unknown,4,Hematology Analyzer,78.1
2-Feb-2025,General Medicine,LFT,9,120,400,3600,0,Unknown,4,Biochemistry Analyzer,75.35
2-Feb-2025,General Medicine,Lipid Profile,8,180,600,4800,0,Unknown,3.6,Hematology Analyzer,79.42
2-Feb-2025,General Medicine,Urine Routine,6,90,150,900,0,Unknown,3.8,Hematology Analyzer,85.6
2-Feb-2025,General Surgery,CBC,12,60,200,2400,0,Unknown,3.2,Biochemistry Analyzer,82.9
2-Feb-2025,General Surgery,Coagulation Profile,11,150,500,5500,2,"Expired Reagent,Insufficient Volume",4,Hematology Analyzer,77.94
2-Feb-2025,General Surgery,Crossmatch,10,240,800,8000,0,Unknown,4.2,Biochemistry Analyzer,89.3
2-Feb-2025,General Surgery,LFT,5,120,400,2000,0,Unknown,4.5,Biochemistry Analyzer,74.94
2-Feb-2025,Gynecology & OBG,CBC,10,60,200,2000,1,Contaminated Sample,3.7,Hematology Analyzer,83.43
2-Feb-2025,Gynecology & OBG,Hormone Panel,16,180,1500,24000,0,Unknown,3.7,Biochemistry Analyzer,75.76
2-Feb-2025,Gynecology & OBG,Pregnancy Test,12,20,250,3000,0,Unknown,3.6,Biochemistry Analyzer,77.21
2-Feb-2025,Gynecology & OBG,Ultrasound,9,45,1200,10800,0,Unknown,3.2,Ultrasound Machine,83.74
2-Feb-2025,Nephrology,Creatinine Clearance,9,1440,500,4500,0,Unknown,3.7,Hematology Analyzer,79.99
2-Feb-2025,Nephrology,Electrolytes,11,60,300,3300,0,Unknown,3.2,Biochemistry Analyzer,83.48
2-Feb-2025,Nephrology,Renal Panel,14,120,600,8400,1,Contaminated Sample,3.7,Biochemistry Analyzer,76.3
2-Feb-2025,Nephrology,Urine Culture,6,2880,700,4200,0,Unknown,4,Hematology Analyzer,66.39
2-Feb-2025,Neurology,CT Brain,12,30,3000,36000,0,Unknown,3.4,CT Scanner,79.74
2-Feb-2025,Neurology,EEG,17,45,1500,25500,0,Unknown,4,Biochemistry Analyzer,78.24
2-Feb-2025,Neurology,Electrolytes,16,60,300,4800,0,Unknown,4,Hematology Analyzer,75.8
2-Feb-2025,Neurology,MRI Brain,14,60,5000,70000,1,Contaminated Sample,3.7,MRI Machine,79.46
2-Feb-2025,Orthopedics,Calcium,9,60,300,2700,1,Hemolyzed Sample,4.2,Biochemistry Analyzer,80.92
2-Feb-2025,Orthopedics,MRI Spine,10,60,5000,50000,1,Expired Reagent,4,MRI Machine,73.18
2-Feb-2025,Orthopedics,Vitamin D,10,240,800,8000,0,Unknown,4,Biochemistry Analyzer,78.02
2-Feb-2025,Orthopedics,X-Ray,9,30,400,3600,1,Clotted Sample,4,X-Ray Machine,79.78
2-Feb-2025,Pediatrics,CBC,14,60,200,2800,0,Unknown,3.3,Hematology Analyzer,70.29
2-Feb-2025,Pediatrics,Rapid Infection Panel,10,120,1200,12000,0,Unknown,4.2,Hematology Analyzer,73.55
2-Feb-2025,Pediatrics,Stool Test,6,60,200,1200,0,Unknown,4,Biochemistry Analyzer,76.93
2-Feb-2025,Pediatrics,Urine Routine,7,90,150,1050,1,Insufficient Volume,4.6,Hematology Analyzer,75.79
2-Feb-2025,Pulmonology,ABG Analysis,5,20,500,2500,0,Unknown,5,Hematology Analyzer,80.58
2-Feb-2025,Pulmonology,Chest X-Ray,7,30,400,2800,1,Clotted Sample,3.8,X-Ray Machine,72.18
2-Feb-2025,Pulmonology,Spirometry,13,30,600,7800,0,Unknown,3.2,Spirometer,77.99
2-Feb-2025,Pulmonology,Sputum AFB,6,2880,500,3000,1,Contaminated Sample,4,Hematology Analyzer,78.27
