date,employee_id,department,role,staff_category,gender,age,tenure_years,shift_type,overtime_hours,absent_flag,training_hours,employee_satisfaction,avg_pay
17-Apr-2025,PED-NUR-002,Pediatrics,Nurse,FTE,Male,39,4.8,Rotational,2.5,0,0,10,53807
17-Apr-2025,PED-NUR-003,Pediatrics,Nurse,FTE,Male,36,11.9,Night,2.5,0,0,7.5,55458
17-Apr-2025,PED-NUR-004,Pediatrics,Nurse,Contract,Female,30,6.8,Rotational,1.1,0,0,8.4,80986
17-Apr-2025,PED-NUR-005,Pediatrics,Nurse,Contract,Female,36,10.7,Night,0.4,0,0,6,54279
17-Apr-2025,PED-NUR-006,Pediatrics,Nurse,Agency,Male,26,3.3,Day,0.4,0,0,9.9,54157
17-Apr-2025,PED-NUR-007,Pediatrics,Nurse,FTE,Male,44,14.3,Night,3.9,0,0,9.3,54797
17-Apr-2025,PED-NUR-008,Pediatrics,Nurse,Contract,Male,56,24.7,Night,1.1,0,0,7.8,109565
17-Apr-2025,PED-TEC-001,Pediatrics,Technician,Agency,Female,27,4.6,Rotational,2.7,0,0,10,54253
17-Apr-2025,PED-TEC-002,Pediatrics,Technician,Agency,Female,36,5.1,Rotational,0.2,0,0,8.2,45039
17-Apr-2025,PED-TEC-003,Pediatrics,Technician,FTE,Male,41,6,Night,3.8,0,0,9.4,41056
17-Apr-2025,PED-TEC-004,Pediatrics,Technician,Contract,Male,29,1.5,Night,3.3,0,0,8.1,61618
17-Apr-2025,PED-ADM-001,Pediatrics,Admin,Agency,Female,25,2,Rotational,0.5,0,0,8.5,48093
17-Apr-2025,PED-ADM-002,Pediatrics,Admin,FTE,Female,34,8.5,Rotational,2.5,0,0,8.7,49910
17-Apr-2025,PED-ADM-003,Pediatrics,Admin,FTE,Male,51,4.6,Day,1.6,0,0,6.2,53594
17-Apr-2025,ORT-DOC-001,Orthopedics,Doctor,Agency,Female,37,7,Day,2,0,0,7.3,136365
17-Apr-2025,ORT-DOC-002,Orthopedics,Doctor,Agency,Male,41,4.8,Day,2.4,0,0,8.6,105996
17-Apr-2025,ORT-DOC-003,Orthopedics,Doctor,FTE,Male,53,11.9,Rotational,3.3,0,0,5.1,140893
17-Apr-2025,ORT-NUR-001,Orthopedics,Nurse,FTE,Male,53,26.9,Night,1.1,0,0,7.2,102185
17-Apr-2025,ORT-NUR-002,Orthopedics,Nurse,Contract,Male,38,12.8,Night,1.3,0,0,9.4,87640
17-Apr-2025,ORT-NUR-003,Orthopedics,Nurse,Contract,Male,35,2.1,Day,3.8,0,0,8,65974
17-Apr-2025,ORT-NUR-004,Orthopedics,Nurse,FTE,Male,36,9.5,Rotational,1.6,0,0,7,78337
17-Apr-2025,ORT-NUR-005,Orthopedics,Nurse,Agency,Female,33,8.4,Day,4,0,0,7.6,67378
17-Apr-2025,ORT-NUR-006,Orthopedics,Nurse,Agency,Male,54,1.5,Night,3.9,0,0,9.1,57799
17-Apr-2025,ORT-TEC-001,Orthopedics,Technician,FTE,Male,36,12.5,Day,0.6,0,0,8,57074
17-Apr-2025,ORT-TEC-002,Orthopedics,Technician,Agency,Male,30,3.4,Day,3.2,0,0,6.2,41882
17-Apr-2025,ORT-TEC-003,Orthopedics,Technician,Contract,Female,44,22,Night,2,1,0,7.6,85948
17-Apr-2025,ORT-TEC-004,Orthopedics,Technician,FTE,Male,53,20.9,Night,1.5,0,0,9.6,85633
17-Apr-2025,ORT-TEC-005,Orthopedics,Technician,FTE,Male,33,7.5,Rotational,3.4,0,0,9.3,63661
17-Apr-2025,ORT-TEC-006,Orthopedics,Technician,Contract,Female,34,7.7,Day,3.7,0,0,7.1,45109
17-Apr-2025,ORT-ADM-001,Orthopedics,Admin,FTE,Female,41,10.6,Rotational,3.3,0,0,7.4,42551
17-Apr-2025,ORT-ADM-002,Orthopedics,Admin,Agency,Male,46,11.3,Rotational,1.9,1,0,6,52767
17-Apr-2025,CAR-DOC-001,Cardiology,Doctor,Agency,Female,46,18.9,Rotational,2.8,0,0,6.2,128727
17-Apr-2025,CAR-DOC-002,Cardiology,Doctor,Agency,Female,33,7.8,Night,1.3,0,0,7.3,105746
17-Apr-2025,CAR-NUR-001,Cardiology,Nurse,FTE,Male,57,18.1,Day,1.4,0,0,7.4,61766
17-Apr-2025,CAR-NUR-002,Cardiology,Nurse,Contract,Female,39,15.4,Rotational,0.9,0,0,5.9,67425
17-Apr-2025,CAR-NUR-003,Cardiology,Nurse,Contract,Male,50,20.7,Day,3.9,0,0,6.1,68847
17-Apr-2025,CAR-NUR-004,Cardiology,Nurse,Agency,Male,60,37.7,Rotational,0.1,0,0,7.3,100148
17-Apr-2025,CAR-NUR-005,Cardiology,Nurse,Agency,Male,40,5.3,Rotational,0.6,0,0,9.8,52395
17-Apr-2025,CAR-NUR-006,Cardiology,Nurse,FTE,Male,54,22.3,Night,2.5,0,0,10,66731
17-Apr-2025,CAR-NUR-007,Cardiology,Nurse,FTE,Female,57,25,Day,3.4,0,0,6.1,82144
17-Apr-2025,CAR-TEC-001,Cardiology,Technician,FTE,Male,27,4.1,Night,0.4,0,0,6,44550
17-Apr-2025,CAR-TEC-002,Cardiology,Technician,FTE,Male,43,9.9,Rotational,3.6,0,0,7.9,66635
17-Apr-2025,CAR-TEC-003,Cardiology,Technician,Agency,Male,41,5.4,Rotational,2.3,0,0,9.9,55158
17-Apr-2025,CAR-TEC-004,Cardiology,Technician,Contract,Male,54,24.6,Rotational,1.9,0,0,7.3,79836
17-Apr-2025,CAR-ADM-001,Cardiology,Admin,FTE,Female,42,10.6,Rotational,1.7,0,0,8.1,60596
17-Apr-2025,CAR-ADM-002,Cardiology,Admin,Contract,Female,46,11.7,Rotational,0,0,0,9.1,59653
17-Apr-2025,PUL-DOC-001,Pulmonology,Doctor,Agency,Male,56,20.8,Night,2.2,0,0,7.1,130598
17-Apr-2025,PUL-DOC-002,Pulmonology,Doctor,FTE,Male,29,4.2,Night,0.8,0,0,10,108515
17-Apr-2025,PUL-DOC-003,Pulmonology,Doctor,Agency,Female,29,4.9,Night,1.2,0,0,7.7,132164
17-Apr-2025,PUL-DOC-004,Pulmonology,Doctor,Agency,Female,54,22.8,Rotational,3.1,0,0,6.4,144438
17-Apr-2025,PUL-NUR-001,Pulmonology,Nurse,Agency,Male,38,10.5,Rotational,3,0,0,7.3,76860
17-Apr-2025,PUL-NUR-002,Pulmonology,Nurse,Agency,Female,49,16,Night,2.4,0,0,8.8,58709
17-Apr-2025,PUL-NUR-003,Pulmonology,Nurse,Contract,Female,35,4.8,Night,0.5,0,0,7.6,67245
17-Apr-2025,PUL-NUR-004,Pulmonology,Nurse,Agency,Female,49,12.2,Day,3.8,0,0,10,85705
17-Apr-2025,PUL-NUR-005,Pulmonology,Nurse,Agency,Male,37,9.8,Rotational,2.6,0,0,6.8,53597
17-Apr-2025,PUL-NUR-006,Pulmonology,Nurse,FTE,Female,31,8.9,Night,3.6,1,0,10,49629
17-Apr-2025,PUL-NUR-007,Pulmonology,Nurse,Agency,Female,50,7.6,Day,0.3,0,0,9.5,49650
17-Apr-2025,PUL-NUR-008,Pulmonology,Nurse,Contract,Female,41,18.3,Day,3.3,0,0,4,83198
17-Apr-2025,PUL-TEC-001,Pulmonology,Technician,FTE,Male,58,35.4,Day,1,0,0,5,94472
17-Apr-2025,PUL-TEC-002,Pulmonology,Technician,Agency,Female,53,17.1,Rotational,1.9,0,0,8.4,61333
17-Apr-2025,PUL-TEC-003,Pulmonology,Technician,Contract,Male,35,9.4,Rotational,2.8,0,0,9.5,56410
17-Apr-2025,PUL-TEC-004,Pulmonology,Technician,Contract,Female,35,4.1,Night,0.2,0,0,8.6,47891
17-Apr-2025,PUL-TEC-005,Pulmonology,Technician,FTE,Male,60,7.4,Rotational,2.9,0,0,7.9,51967
17-Apr-2025,PUL-ADM-001,Pulmonology,Admin,Agency,Male,56,18.1,Rotational,0.5,0,0,8.6,58508
17-Apr-2025,PUL-ADM-002,Pulmonology,Admin,Agency,Male,33,6.4,Day,0,0,0,7.8,44283
17-Apr-2025,PUL-ADM-003,Pulmonology,Admin,FTE,Female,55,29.6,Night,0.5,0,0,9.4,54779
18-Apr-2025,GM-DOC-001,General Medicine,Doctor,Agency,Male,32,9.8,Day,3.4,0,0,8.5,124443
18-Apr-2025,GM-DOC-002,General Medicine,Doctor,Contract,Male,52,10.6,Night,0.6,0,0,6.3,149553
18-Apr-2025,GM-DOC-003,General Medicine,Doctor,Agency,Male,44,2.2,Day,3.2,0,0,4.3,90712
18-Apr-2025,GM-NUR-001,General Medicine,Nurse,Agency,Female,48,12.8,Rotational,1.7,0,0,7.3,76440
18-Apr-2025,GM-NUR-002,General Medicine,Nurse,Contract,Male,35,9.8,Day,2.6,0,0,7.2,74868
18-Apr-2025,GM-NUR-003,General Medicine,Nurse,Contract,Male,39,8.3,Rotational,1,0,0,10,55149
18-Apr-2025,GM-NUR-004,General Medicine,Nurse,Agency,Male,29,1.5,Day,1.3,0,0,8.1,59105
18-Apr-2025,GM-NUR-005,General Medicine,Nurse,FTE,Male,59,28.4,Night,2.4,1,0,8.4,95083
18-Apr-2025,GM-NUR-006,General Medicine,Nurse,Contract,Female,34,4,Night,3.7,0,0,6.7,73017
18-Apr-2025,GM-NUR-007,General Medicine,Nurse,Contract,Male,55,14.4,Day,2.8,0,0,10,72174
18-Apr-2025,GM-TEC-001,General Medicine,Technician,FTE,Female,52,16.5,Rotational,0.4,0,0,7.9,64746
18-Apr-2025,GM-TEC-002,General Medicine,Technician,Contract,Female,43,4,Day,3.6,0,0,5.9,63291
18-Apr-2025,GM-TEC-003,General Medicine,Technician,Agency,Female,54,30.6,Day,1.6,0,0,5.3,75851
18-Apr-2025,GM-TEC-004,General Medicine,Technician,FTE,Female,46,23,Night,3.9,0,0,6,59242
18-Apr-2025,GM-ADM-001,General Medicine,Admin,Agency,Female,29,2.6,Night,3.8,0,0,8.6,40519
18-Apr-2025,GM-ADM-002,General Medicine,Admin,FTE,Male,37,5.2,Day,1.7,0,0,6.3,40153
18-Apr-2025,GM-ADM-003,General Medicine,Admin,FTE,Male,44,15.9,Night,2,0,0,9.2,65544
18-Apr-2025,GS-DOC-001,General Surgery,Doctor,FTE,Male,40,4.6,Day,3.4,0,0,7.6,116125
18-Apr-2025,GS-DOC-002,General Surgery,Doctor,Agency,Male,33,10,Day,0.2,0,0,9,134291
18-Apr-2025,GS-DOC-003,General Surgery,Doctor,Agency,Male,40,10,Rotational,1,0,0,9,112746
18-Apr-2025,GS-DOC-004,General Surgery,Doctor,FTE,Female,52,3.9,Night,3.5,0,0,8,90657
18-Apr-2025,GS-NUR-001,General Surgery,Nurse,FTE,Male,35,2.5,Night,0.5,0,0,6.6,44912
18-Apr-2025,GS-NUR-002,General Surgery,Nurse,Agency,Male,59,31,Night,3.5,0,0,8.3,117684
18-Apr-2025,GS-NUR-003,General Surgery,Nurse,Contract,Male,58,7.2,Day,2.7,0,0,8.5,57873
18-Apr-2025,GS-NUR-004,General Surgery,Nurse,FTE,Male,53,22.7,Rotational,0.8,0,0,4.7,62756
18-Apr-2025,GS-NUR-005,General Surgery,Nurse,Agency,Female,29,1.2,Rotational,3.8,0,0,8.8,47657
18-Apr-2025,GS-NUR-006,General Surgery,Nurse,Contract,Female,47,15.6,Night,2.1,0,0,7,95143
18-Apr-2025,GS-NUR-007,General Surgery,Nurse,FTE,Male,30,4.7,Rotational,2.7,0,1.5,8.1,52382
18-Apr-2025,GS-NUR-008,General Surgery,Nurse,FTE,Female,60,17.9,Night,0.3,0,0,7.2,66172
18-Apr-2025,GS-TEC-001,General Surgery,Technician,Agency,Male,55,27.5,Night,0,1,0,8,98530
18-Apr-2025,GS-TEC-002,General Surgery,Technician,Agency,Male,39,3.7,Rotational,0.7,0,0,7.6,62244
18-Apr-2025,GS-TEC-003,General Surgery,Technician,FTE,Male,60,33.2,Rotational,0.2,0,0,10,90067
18-Apr-2025,GS-TEC-004,General Surgery,Technician,Contract,Male,46,18.5,Day,0.1,0,0,8.4,69981
18-Apr-2025,GS-ADM-001,General Surgery,Admin,FTE,Female,32,2.4,Rotational,3.9,0,0,9.2,33878
18-Apr-2025,GS-ADM-002,General Surgery,Admin,Contract,Female,51,6.6,Night,3.6,0,0,7.7,47878
18-Apr-2025,GS-ADM-003,General Surgery,Admin,FTE,Female,51,26.2,Night,2.8,0,0,6.1,52516
18-Apr-2025,NEU-DOC-001,Nephrology,Doctor,FTE,Male,48,6.2,Rotational,0.4,0,0,7.7,94912
18-Apr-2025,NEU-DOC-002,Nephrology,Doctor,Agency,Female,35,5.4,Day,2,0,0,7.9,113686
18-Apr-2025,NEU-DOC-003,Nephrology,Doctor,FTE,Female,50,6.8,Night,0.9,0,0,8,95735
18-Apr-2025,NEU-NUR-001,Nephrology,Nurse,FTE,Male,47,21,Day,3.8,0,0,7,86870
18-Apr-2025,NEU-NUR-002,Nephrology,Nurse,FTE,Male,51,3.3,Day,0.1,0,0,6.1,43838
18-Apr-2025,NEU-NUR-003,Nephrology,Nurse,Contract,Female,35,12.5,Night,0.3,0,0,8,68942
18-Apr-2025,NEU-NUR-004,Nephrology,Nurse,Contract,Male,28,3.2,Night,2.1,0,1,8.6,74548
18-Apr-2025,NEU-NUR-005,Nephrology,Nurse,Contract,Female,25,2.5,Rotational,3.1,0,0,6.9,48809
18-Apr-2025,NEU-NUR-006,Nephrology,Nurse,Agency,Male,41,13.7,Rotational,1.5,0,0,7.9,85798
18-Apr-2025,NEU-NUR-007,Nephrology,Nurse,Contract,Male,35,5.8,Rotational,0.6,1,0,8.6,50783
18-Apr-2025,NEU-TEC-001,Nephrology,Technician,Agency,Female,41,7.7,Day,3.6,0,0,7.1,61163
18-Apr-2025,NEU-TEC-002,Nephrology,Technician,Agency,Female,53,25.8,Night,4,0,0,8.6,66460
18-Apr-2025,NEU-TEC-003,Nephrology,Technician,Contract,Male,27,1.3,Rotational,1,0,0,8.7,38155
18-Apr-2025,NEU-TEC-004,Nephrology,Technician,Agency,Male,55,1.1,Day,3.6,0,0,7.9,54655
18-Apr-2025,NEU-TEC-005,Nephrology,Technician,Agency,Male,52,25.7,Day,3.5,0,0,8.9,69396
18-Apr-2025,NEU-TEC-006,Nephrology,Technician,Contract,Male,54,21.7,Night,0.7,0,0,9.7,67443
18-Apr-2025,NEU-ADM-001,Nephrology,Admin,Contract,Female,53,7.2,Day,3,0,0,7.3,57907
18-Apr-2025,NEU-ADM-002,Nephrology,Admin,FTE,Female,60,3.2,Night,3.2,0,0,5.9,50139
18-Apr-2025,NRL-DOC-001,Neurology,Doctor,Agency,Male,42,13.5,Day,2.3,0,0,7.7,140807
18-Apr-2025,NRL-DOC-002,Neurology,Doctor,Contract,Male,42,18.6,Day,1,0,0,5.8,140801
18-Apr-2025,NRL-DOC-003,Neurology,Doctor,Contract,Male,48,23.9,Rotational,3.7,0,0,8.1,166212
18-Apr-2025,NRL-DOC-004,Neurology,Doctor,Contract,Female,47,15.2,Rotational,1.7,0,0,8.3,163512
18-Apr-2025,NRL-NUR-001,Neurology,Nurse,Agency,Female,59,7.2,Night,1,0,0,8.8,50142
18-Apr-2025,NRL-NUR-002,Neurology,Nurse,Contract,Female,52,15.2,Night,3.2,0,0,10,77007
18-Apr-2025,NRL-NUR-003,Neurology,Nurse,Contract,Male,49,26.1,Night,2,0,0.7,10,107308
18-Apr-2025,NRL-NUR-004,Neurology,Nurse,FTE,Female,51,19.9,Rotational,1.7,0,0,8.3,78631
18-Apr-2025,NRL-NUR-005,Neurology,Nurse,FTE,Male,49,8.9,Rotational,1.7,0,0,8.5,78789
18-Apr-2025,NRL-NUR-006,Neurology,Nurse,FTE,Male,53,21.7,Day,2.3,0,0,6.8,72063
18-Apr-2025,NRL-NUR-007,Neurology,Nurse,Agency,Male,46,10.9,Day,0.6,0,0,7.2,75725
18-Apr-2025,NRL-NUR-008,Neurology,Nurse,Contract,Male,55,5.4,Rotational,3.4,0,0,7.7,68249
18-Apr-2025,NRL-TEC-001,Neurology,Technician,FTE,Female,34,4.2,Rotational,1,0,0,9.9,48707
18-Apr-2025,NRL-TEC-002,Neurology,Technician,FTE,Female,49,10.9,Day,0.1,0,0,6.2,46650
18-Apr-2025,NRL-TEC-003,Neurology,Technician,Agency,Male,44,16.6,Rotational,3.5,0,0,9.7,54028
18-Apr-2025,NRL-TEC-004,Neurology,Technician,Agency,Female,47,14.4,Rotational,2.4,0,0,7,69758
18-Apr-2025,NRL-ADM-001,Neurology,Admin,Contract,Male,52,6.2,Day,1.8,0,0,6.1,35802
18-Apr-2025,NRL-ADM-002,Neurology,Admin,Contract,Female,34,4.5,Rotational,4,0,0,9.3,46405
18-Apr-2025,GYN-DOC-001,Gynecology & OBG,Doctor,FTE,Female,29,1.6,Day,3.6,0,0,6.4,91327
18-Apr-2025,GYN-DOC-002,Gynecology & OBG,Doctor,FTE,Female,41,1.9,Night,2,0,0,9.6,115005
18-Apr-2025,GYN-DOC-003,Gynecology & OBG,Doctor,Agency,Female,35,8.5,Rotational,2,0,0,7.5,119351
18-Apr-2025,GYN-DOC-004,Gynecology & OBG,Doctor,FTE,Male,26,3.5,Night,0.7,0,0,6.1,91625
18-Apr-2025,GYN-NUR-001,Gynecology & OBG,Nurse,Agency,Male,51,7.6,Day,2.4,0,0,9.1,66949
18-Apr-2025,GYN-NUR-002,Gynecology & OBG,Nurse,Agency,Male,59,8,Rotational,2.3,0,0,9.5,72828
18-Apr-2025,GYN-NUR-003,Gynecology & OBG,Nurse,Contract,Male,42,1.4,Day,3.2,0,0,6.9,50092
18-Apr-2025,GYN-NUR-004,Gynecology & OBG,Nurse,FTE,Male,25,1.1,Night,1.4,0,1.7,9,41669
18-Apr-2025,GYN-NUR-005,Gynecology & OBG,Nurse,FTE,Female,32,1.7,Day,2.8,0,0,9.3,63081
18-Apr-2025,GYN-NUR-006,Gynecology & OBG,Nurse,FTE,Male,52,22.5,Day,2.5,0,0,5.6,104631
18-Apr-2025,GYN-TEC-001,Gynecology & OBG,Technician,Contract,Male,52,27.4,Day,3.7,0,0,6.3,64674
18-Apr-2025,GYN-TEC-002,Gynecology & OBG,Technician,FTE,Male,59,10.4,Day,1,0,0,7.6,59206
18-Apr-2025,GYN-TEC-003,Gynecology & OBG,Technician,Contract,Female,55,9,Rotational,2.1,1,0,7.5,60437
18-Apr-2025,GYN-TEC-004,Gynecology & OBG,Technician,Agency,Female,33,7.6,Night,1.9,0,0,9.1,67792
18-Apr-2025,GYN-ADM-001,Gynecology & OBG,Admin,FTE,Female,36,9.8,Night,1.6,0,0,7,59203
18-Apr-2025,GYN-ADM-002,Gynecology & OBG,Admin,Agency,Male,54,24.3,Day,3.9,0,0,5.1,71796
18-Apr-2025,PED-DOC-001,Pediatrics,Doctor,Agency,Male,32,7.9,Night,0.1,0,0,6.9,128220
18-Apr-2025,PED-DOC-002,Pediatrics,Doctor,Contract,Male,49,18.3,Rotational,2.9,0,0,8.4,136349
18-Apr-2025,PED-NUR-001,Pediatrics,Nurse,Agency,Male,25,2.8,Night,2.9,0,0,9.4,65080
18-Apr-2025,PED-NUR-002,Pediatrics,Nurse,FTE,Male,39,4.8,Day,2.7,0,0,7.6,53807
18-Apr-2025,PED-NUR-003,Pediatrics,Nurse,FTE,Male,36,11.9,Day,3,1,0,8,55458
18-Apr-2025,PED-NUR-004,Pediatrics,Nurse,Contract,Female,30,6.8,Day,1.7,0,0,9.7,80986
18-Apr-2025,PED-NUR-005,Pediatrics,Nurse,Contract,Female,36,10.7,Rotational,0,0,0,9.1,54279
18-Apr-2025,PED-NUR-006,Pediatrics,Nurse,Agency,Male,26,3.3,Day,0.8,0,0,9,54157
18-Apr-2025,PED-NUR-007,Pediatrics,Nurse,FTE,Male,44,14.3,Day,3.3,0,0,8.7,54797
18-Apr-2025,PED-NUR-008,Pediatrics,Nurse,Contract,Male,56,24.7,Night,1.9,0,0,7.9,109565
18-Apr-2025,PED-TEC-001,Pediatrics,Technician,Agency,Female,27,4.6,Day,3.8,0,0.7,5.8,54253
18-Apr-2025,PED-TEC-002,Pediatrics,Technician,Agency,Female,36,5.1,Night,1.1,0,0,10,45039
18-Apr-2025,PED-TEC-003,Pediatrics,Technician,FTE,Male,41,6,Night,3.9,0,0,7.7,41056
18-Apr-2025,PED-TEC-004,Pediatrics,Technician,Contract,Male,29,1.5,Night,1.9,0,0,5.1,61618
18-Apr-2025,PED-ADM-001,Pediatrics,Admin,Agency,Female,25,2,Rotational,3.9,0,0,5.3,48093
18-Apr-2025,PED-ADM-002,Pediatrics,Admin,FTE,Female,34,8.5,Day,0.2,0,0,10,49910
18-Apr-2025,PED-ADM-003,Pediatrics,Admin,FTE,Male,51,4.6,Day,0.8,0,0,9.8,53594
18-Apr-2025,ORT-DOC-001,Orthopedics,Doctor,Agency,Female,37,7,Day,2,0,0,9.4,136365
18-Apr-2025,ORT-DOC-002,Orthopedics,Doctor,Agency,Male,41,4.8,Night,2.8,0,0,4.4,105996
18-Apr-2025,ORT-DOC-003,Orthopedics,Doctor,FTE,Male,53,11.9,Night,3.7,0,0,8.6,140893
18-Apr-2025,ORT-NUR-001,Orthopedics,Nurse,FTE,Male,53,26.9,Day,2.4,0,0,8.1,102185
18-Apr-2025,ORT-NUR-002,Orthopedics,Nurse,Contract,Male,38,12.8,Rotational,1.9,0,0,10,87640
18-Apr-2025,ORT-NUR-003,Orthopedics,Nurse,Contract,Male,35,2.1,Day,0.4,0,0,5.9,65974
18-Apr-2025,ORT-NUR-004,Orthopedics,Nurse,FTE,Male,36,9.5,Night,2,1,0,9.2,78337
18-Apr-2025,ORT-NUR-005,Orthopedics,Nurse,Agency,Female,33,8.4,Rotational,0.3,0,0,6.3,67378
18-Apr-2025,ORT-NUR-006,Orthopedics,Nurse,Agency,Male,54,1.5,Night,0.5,0,0,8.3,57799
18-Apr-2025,ORT-TEC-001,Orthopedics,Technician,FTE,Male,36,12.5,Rotational,1.9,0,0,10,57074
18-Apr-2025,ORT-TEC-002,Orthopedics,Technician,Agency,Male,30,3.4,Rotational,0.9,0,0,7.2,41882
18-Apr-2025,ORT-TEC-003,Orthopedics,Technician,Contract,Female,44,22,Rotational,3.4,0,0,5.5,85948
18-Apr-2025,ORT-TEC-004,Orthopedics,Technician,FTE,Male,53,20.9,Night,0.3,1,0,6.9,85633
18-Apr-2025,ORT-TEC-005,Orthopedics,Technician,FTE,Male,33,7.5,Night,3.5,0,0,10,63661
18-Apr-2025,ORT-TEC-006,Orthopedics,Technician,Contract,Female,34,7.7,Day,2.9,0,0,6.5,45109
18-Apr-2025,ORT-ADM-001,Orthopedics,Admin,FTE,Female,41,10.6,Day,1.2,0,0,8,42551
18-Apr-2025,ORT-ADM-002,Orthopedics,Admin,Agency,Male,46,11.3,Night,0.5,0,0,6.1,52767
18-Apr-2025,CAR-DOC-001,Cardiology,Doctor,Agency,Female,46,18.9,Day,1.9,0,0,7.2,128727
18-Apr-2025,CAR-DOC-002,Cardiology,Doctor,Agency,Female,33,7.8,Night,0,0,0,6.6,105746
18-Apr-2025,CAR-NUR-001,Cardiology,Nurse,FTE,Male,57,18.1,Day,2.6,0,0,8.7,61766
18-Apr-2025,CAR-NUR-002,Cardiology,Nurse,Contract,Female,39,15.4,Rotational,3.6,0,0,5.3,67425
18-Apr-2025,CAR-NUR-003,Cardiology,Nurse,Contract,Male,50,20.7,Rotational,3.1,0,0,4.1,68847
18-Apr-2025,CAR-NUR-004,Cardiology,Nurse,Agency,Male,60,37.7,Day,3.9,0,0,10,100148
18-Apr-2025,CAR-NUR-005,Cardiology,Nurse,Agency,Male,40,5.3,Day,3.4,0,0,6.8,52395
18-Apr-2025,CAR-NUR-006,Cardiology,Nurse,FTE,Male,54,22.3,Night,1.6,0,0,8,66731
18-Apr-2025,CAR-NUR-007,Cardiology,Nurse,FTE,Female,57,25,Rotational,1.5,0,0.6,4.2,82144
18-Apr-2025,CAR-TEC-001,Cardiology,Technician,FTE,Male,27,4.1,Day,4,0,0,7.1,44550
18-Apr-2025,CAR-TEC-002,Cardiology,Technician,FTE,Male,43,9.9,Rotational,0.3,0,0,7.5,66635
18-Apr-2025,CAR-TEC-003,Cardiology,Technician,Agency,Male,41,5.4,Rotational,3.6,0,0,8.6,55158
18-Apr-2025,CAR-TEC-004,Cardiology,Technician,Contract,Male,54,24.6,Rotational,3.1,0,0,7,79836
18-Apr-2025,CAR-ADM-001,Cardiology,Admin,FTE,Female,42,10.6,Day,2.9,0,0,8.8,60596
18-Apr-2025,CAR-ADM-002,Cardiology,Admin,Contract,Female,46,11.7,Night,3.9,0,0,8.7,59653
18-Apr-2025,PUL-DOC-001,Pulmonology,Doctor,Agency,Male,56,20.8,Night,1.6,0,0,9.9,130598
18-Apr-2025,PUL-DOC-002,Pulmonology,Doctor,FTE,Male,29,4.2,Day,3.9,0,0,10,108515
18-Apr-2025,PUL-DOC-003,Pulmonology,Doctor,Agency,Female,29,4.9,Rotational,3.8,0,0,9.8,132164
18-Apr-2025,PUL-DOC-004,Pulmonology,Doctor,Agency,Female,54,22.8,Day,0.9,0,0,7.3,144438
18-Apr-2025,PUL-NUR-001,Pulmonology,Nurse,Agency,Male,38,10.5,Day,0.1,0,0,9.3,76860
18-Apr-2025,PUL-NUR-002,Pulmonology,Nurse,Agency,Female,49,16,Day,0.7,0,0,9,58709
18-Apr-2025,PUL-NUR-003,Pulmonology,Nurse,Contract,Female,35,4.8,Rotational,2.2,0,0,8,67245
18-Apr-2025,PUL-NUR-004,Pulmonology,Nurse,Agency,Female,49,12.2,Night,1.2,0,0,6.9,85705
18-Apr-2025,PUL-NUR-005,Pulmonology,Nurse,Agency,Male,37,9.8,Day,2.8,0,0,9.5,53597
18-Apr-2025,PUL-NUR-006,Pulmonology,Nurse,FTE,Female,31,8.9,Rotational,0.2,0,0,8.2,49629
18-Apr-2025,PUL-NUR-007,Pulmonology,Nurse,Agency,Female,50,7.6,Rotational,3.2,0,0,7.9,49650
18-Apr-2025,PUL-NUR-008,Pulmonology,Nurse,Contract,Female,41,18.3,Rotational,2.3,0,0,6.2,83198
18-Apr-2025,PUL-TEC-001,Pulmonology,Technician,FTE,Male,58,35.4,Day,0.5,0,0,8.9,94472
18-Apr-2025,PUL-TEC-002,Pulmonology,Technician,Agency,Female,53,17.1,Night,1.6,0,0,5.9,61333
18-Apr-2025,PUL-TEC-003,Pulmonology,Technician,Contract,Male,35,9.4,Night,3.8,0,0,7.4,56410
18-Apr-2025,PUL-TEC-004,Pulmonology,Technician,Contract,Female,35,4.1,Night,3.4,0,0,10,47891
18-Apr-2025,PUL-TEC-005,Pulmonology,Technician,FTE,Male,60,7.4,Day,1.5,0,0,7.8,51967
18-Apr-2025,PUL-ADM-001,Pulmonology,Admin,Agency,Male,56,18.1,Night,3.5,0,0,9.1,58508
18-Apr-2025,PUL-ADM-002,Pulmonology,Admin,Agency,Male,33,6.4,Night,0,0,0,9.4,44283
18-Apr-2025,PUL-ADM-003,Pulmonology,Admin,FTE,Female,55,29.6,Night,1.7,0,0,10,54779
19-Apr-2025,GM-DOC-001,General Medicine,Doctor,Agency,Male,32,9.8,Night,2.9,0,0,8.7,124443
19-Apr-2025,GM-DOC-002,General Medicine,Doctor,Contract,Male,52,10.6,Night,1.5,0,0,9,149553
19-Apr-2025,GM-DOC-003,General Medicine,Doctor,Agency,Male,44,2.2,Day,1.1,0,0,9,90712
19-Apr-2025,GM-NUR-001,General Medicine,Nurse,Agency,Female,48,12.8,Day,1.2,0,0,7.5,76440
19-Apr-2025,GM-NUR-002,General Medicine,Nurse,Contract,Male,35,9.8,Rotational,3.8,0,0,10,74868
19-Apr-2025,GM-NUR-003,General Medicine,Nurse,Contract,Male,39,8.3,Night,1.5,0,0,7.4,55149
