date,department,prescriptions_dispensed,pharmacy_revenue,revenue_per_prescription,revenue_per_user,avg_dispensing_time,turnaround_time,top_drug_name,top_drug_volume,top_drug_cost,high_cost_drug_name,high_cost_drug_utilization,high_cost_drug_cost,dispensing_errors,near_miss_events,medication_alerts,patient_satisfaction_score
10-Mar-2025,Nephrology,52,57200,1100,1906.666667,14.9,22.9,Sevelamer,5,265,Erythropoietin,3,2832,0,0,0,4.13
10-Mar-2025,Neurology,146,57962,397,905.65625,10.7,36.7,Clopidogrel,27,4374,Aspirin,14,11424,0,0,1,4.3
10-Mar-2025,Gynecology & OBG,78,22386,287,379.4237288,14.3,36.3,Oxytocin,10,800,Oxytocin,7,9051,0,0,0,4.34
10-Mar-2025,Pediatrics,292,174032,596,1426.491803,14.7,34.7,Salbutamol,70,7630,ORS,24,38160,0,0,1,4.45
10-Mar-2025,Orthopedics,74,33596,454,988.1176471,14.1,44.1,Paracetamol,14,2492,Diclofenac,3,4371,0,0,0,3.84
10-Mar-2025,Cardiology,191,187180,980,1273.333333,6.6,32.6,Amiodarone,49,3528,Clopidogrel,4,6484,0,0,1,4.1
10-Mar-2025,Pulmonology,148,127872,864,2096.262295,19,42,Salbutamol Inhaler,40,2240,Montelukast,13,22048,0,0,0,4.56
11-Mar-2025,General Medicine,191,112308,588,863.9076923,14.6,43.6,Metformin,34,5406,Paracetamol,17,27829,0,0,0,4.47
11-Mar-2025,General Surgery,45,33435,743,1671.75,13,40,Pantoprazole,9,1098,Diclofenac,1,856,0,0,0,3.95
11-Mar-2025,Nephrology,118,156232,1324,2840.581818,18.4,42.4,Erythropoietin,27,999,Sevelamer,4,2488,0,0,1,4.25
11-Mar-2025,Neurology,74,49432,668,969.254902,12.8,20.8,Sodium Valproate,17,391,Levetiracetam,1,785,0,0,0,3.99
11-Mar-2025,Gynecology & OBG,113,67913,601,905.5066667,14.6,44.6,Iron-Folic Acid,23,2691,Metronidazole,5,9860,0,0,1,3.61
11-Mar-2025,Pediatrics,120,28680,239,478,18.3,35.3,Amoxicillin Syrup,26,1482,Salbutamol,1,1618,0,0,1,4.78
11-Mar-2025,Orthopedics,64,30208,472,755.2,6.9,17.9,Diclofenac,16,672,Vitamin D3,0,0,0,0,0,3.88
11-Mar-2025,Cardiology,202,127866,633,913.3285714,16.4,41.4,Aspirin,22,1320,Amiodarone,15,20610,0,0,0,3.5
11-Mar-2025,Pulmonology,52,38064,732,1057.333333,7,28,Budesonide,6,708,Budesonide,4,2212,0,0,0,4.01
12-Mar-2025,General Medicine,92,51612,561,1173,14.6,33.6,Paracetamol,10,1080,Amoxicillin,9,10170,0,0,0,4.39
12-Mar-2025,General Surgery,94,67586,719,1126.433333,19.1,31.1,Diclofenac,11,1276,Pantoprazole,9,9351,0,0,0,3.62
12-Mar-2025,Nephrology,64,65920,1030,1648,11.6,26.6,Furosemide,19,1140,Tacrolimus,3,2598,0,0,0,4.24
12-Mar-2025,Neurology,63,41832,664,1549.333333,15.6,36.6,Levetiracetam,12,948,Sodium Valproate,0,0,0,0,0,4.19
12-Mar-2025,Gynecology & OBG,81,37017,457,685.5,15.6,36.6,Oxytocin,9,1224,Oxytocin,2,1504,0,0,0,4.21
12-Mar-2025,Pediatrics,160,90400,565,1189.473684,10.9,38.9,Salbutamol,41,2706,Amoxicillin Syrup,1,872,0,0,1,4.27
12-Mar-2025,Orthopedics,158,81844,518,1169.2,11,39,Vitamin D3,47,6439,Calcium,1,1560,0,0,0,3.63
12-Mar-2025,Cardiology,56,33600,600,861.5384615,16.6,33.6,Atorvastatin,9,1800,Atorvastatin,0,0,0,0,0,3.61
12-Mar-2025,Pulmonology,91,59332,652,1483.3,7.6,22.6,Salbutamol Inhaler,24,3192,Salbutamol Inhaler,7,13412,0,0,0,4.1
13-Mar-2025,General Medicine,93,46128,496,1025.066667,18,23,Paracetamol,22,4312,Amlodipine,0,0,0,0,0,3.56
13-Mar-2025,General Surgery,45,35820,796,1791,10.4,27.4,Tramadol,11,1936,Ceftriaxone,1,1779,0,0,0,4.54
13-Mar-2025,Nephrology,94,130566,1389,3264.15,13.3,32.3,Tacrolimus,19,2090,Furosemide,7,11760,0,0,0,3.95
13-Mar-2025,Neurology,46,14306,311,408.7428571,17.3,29.3,Aspirin,8,544,Levetiracetam,0,0,0,0,0,3.72
13-Mar-2025,Gynecology & OBG,111,70485,635,978.9583333,5.7,16.7,Metronidazole,25,1050,Calcium,2,1820,0,0,0,4.5
13-Mar-2025,Pediatrics,210,90090,429,662.4264706,19.9,33.9,ORS,41,7093,Paracetamol Syrup,14,25984,0,0,2,3.58
13-Mar-2025,Orthopedics,149,90592,608,1393.723077,6.3,23.3,Paracetamol,32,6176,Calcium,5,4500,0,0,0,3.58
13-Mar-2025,Cardiology,172,226696,1318,2833.7,6.8,12.8,Atorvastatin,23,1840,Aspirin,11,12331,0,0,0,4.53
13-Mar-2025,Pulmonology,100,64900,649,1298,17.1,39.1,Montelukast,13,273,Salbutamol Inhaler,10,11500,0,0,0,3.78
14-Mar-2025,General Medicine,240,155760,649,1024.736842,18,42,Amlodipine,68,5984,Metformin,15,16455,0,0,0,4.56
14-Mar-2025,General Surgery,87,77691,893,1294.85,6.1,33.1,Tramadol,20,2980,Ceftriaxone,3,2019,0,0,0,4.04
14-Mar-2025,Nephrology,88,97768,1111,1745.857143,10.7,35.7,Erythropoietin,13,572,Furosemide,1,549,0,0,0,3.75
14-Mar-2025,Neurology,93,57474,618,766.32,6,28,Levetiracetam,18,846,Levetiracetam,2,3200,0,0,0,3.87
14-Mar-2025,Gynecology & OBG,99,32868,332,410.85,14.6,32.6,Oxytocin,11,1133,Oxytocin,1,870,0,0,0,4.67
14-Mar-2025,Pediatrics,228,107160,470,579.2432432,19.1,29.1,Salbutamol,39,6396,Amoxicillin Syrup,11,17831,0,0,0,4.05
14-Mar-2025,Orthopedics,223,154985,695,1549.85,18.2,26.2,Diclofenac,44,4708,Diclofenac,13,10712,0,0,0,4.92
14-Mar-2025,Cardiology,140,134960,964,2249.333333,14.1,32.1,Aspirin,15,1920,Amiodarone,2,2344,0,0,1,3.76
14-Mar-2025,Pulmonology,32,30368,949,1265.333333,14,37,Budesonide,5,270,Budesonide,2,2424,0,0,0,4.88
15-Mar-2025,General Medicine,134,63784,476,1139,16.1,28.1,Amoxicillin,36,1080,Paracetamol,4,7264,0,0,0,4.37
15-Mar-2025,General Surgery,63,53865,855,1197,15.7,20.7,Ceftriaxone,12,1932,Tramadol,5,4680,0,0,0,4.49
15-Mar-2025,Nephrology,92,137172,1491,3117.545455,13.2,26.2,Furosemide,24,2736,Sevelamer,8,7384,0,0,0,3.54
15-Mar-2025,Neurology,55,38280,696,1531.2,17.1,40.1,Aspirin,14,756,Aspirin,2,1580,0,0,0,3.54
15-Mar-2025,Gynecology & OBG,122,85034,697,1491.824561,9.2,14.2,Calcium,31,4371,Oxytocin,12,19668,0,0,0,3.89
15-Mar-2025,Pediatrics,271,165581,611,895.0324324,5.4,23.4,Salbutamol,68,9928,Salbutamol,9,16137,0,0,0,3.6
15-Mar-2025,Orthopedics,94,56682,603,1259.6,12.1,22.1,Calcium,20,1360,Diclofenac,6,7782,0,0,0,4.38
15-Mar-2025,Cardiology,98,63896,652,851.9466667,17.1,39.1,Amiodarone,11,1419,Clopidogrel,1,1914,0,0,0,4.08
15-Mar-2025,Pulmonology,65,38350,590,983.3333333,12.5,42.5,Montelukast,15,735,Azithromycin,5,7335,0,0,0,4.31
16-Mar-2025,General Medicine,163,83293,511,1041.1625,13.3,26.3,Paracetamol,47,6674,Metformin,16,25904,0,0,0,3.78
16-Mar-2025,General Surgery,36,26352,732,1647,5.9,12.9,Diclofenac,10,570,Tramadol,1,1302,0,0,0,3.65
16-Mar-2025,Nephrology,74,99604,1346,2165.304348,18.4,45.4,Erythropoietin,10,1110,Sevelamer,3,2688,0,0,0,3.97
16-Mar-2025,Neurology,83,22742,274,392.1034483,16.9,25.9,Levetiracetam,20,1560,Levetiracetam,8,9744,0,0,0,3.57
16-Mar-2025,Gynecology & OBG,26,11128,428,695.5,6.2,23.2,Iron-Folic Acid,5,755,Metronidazole,0,0,0,0,0,4.56
16-Mar-2025,Pediatrics,164,92496,564,1302.760563,15.5,37.5,Amoxicillin Syrup,28,3136,ORS,14,12390,0,0,0,4.35
16-Mar-2025,Orthopedics,128,87936,687,1418.322581,13.3,38.3,Calcium,28,2464,Calcium,3,3243,0,0,1,4.31
16-Mar-2025,Cardiology,160,207520,1297,2730.526316,12.7,26.7,Aspirin,29,5104,Aspirin,12,20328,0,0,0,4.1
16-Mar-2025,Pulmonology,44,26444,601,1202,5.9,17.9,Salbutamol Inhaler,8,1560,Montelukast,1,1263,0,0,0,4.12
17-Mar-2025,General Medicine,79,39500,500,718.1818182,19.9,41.9,Paracetamol,10,1860,Amoxicillin,1,1734,0,0,0,3.87
17-Mar-2025,General Surgery,81,37179,459,791.0425532,19.3,42.3,Diclofenac,11,1331,Pantoprazole,8,14184,0,0,0,3.93
17-Mar-2025,Nephrology,206,165006,801,1793.543478,9.9,19.9,Sevelamer,30,1050,Erythropoietin,13,7215,0,0,2,4.09
17-Mar-2025,Neurology,70,27860,398,546.2745098,17.4,23.4,Levetiracetam,8,1600,Clopidogrel,1,1800,0,0,0,3.85
17-Mar-2025,Gynecology & OBG,105,34755,331,789.8863636,7.2,33.2,Oxytocin,15,1605,Iron-Folic Acid,10,13160,0,0,1,4.13
17-Mar-2025,Pediatrics,171,119187,697,896.1428571,10.1,23.1,ORS,37,2331,Amoxicillin Syrup,14,24822,0,0,1,3.56
17-Mar-2025,Orthopedics,103,29561,287,591.22,10.6,21.6,Paracetamol,20,3980,Paracetamol,1,538,0,0,1,3.94
17-Mar-2025,Cardiology,278,405324,1458,3268.741935,17.8,37.8,Aspirin,83,11537,Amiodarone,5,8550,0,0,0,4.12
17-Mar-2025,Pulmonology,92,40020,435,870,8.5,37.5,Budesonide,12,2052,Azithromycin,5,5825,0,0,0,3.59
18-Mar-2025,General Medicine,197,114851,583,1367.27381,7.4,19.4,Amoxicillin,57,7011,Amoxicillin,4,7092,0,0,1,4.42
18-Mar-2025,General Surgery,136,133280,980,1402.947368,14.4,21.4,Ceftriaxone,24,2736,Diclofenac,6,4068,0,0,1,3.48
18-Mar-2025,Nephrology,206,297052,1442,2970.52,8.7,37.7,Tacrolimus,61,7320,Sevelamer,0,0,0,0,0,3.73
18-Mar-2025,Neurology,143,59917,419,599.17,14.3,24.3,Sodium Valproate,37,6771,Aspirin,14,17724,0,0,1,4.23
18-Mar-2025,Gynecology & OBG,129,82947,643,921.6333333,10,20,Iron-Folic Acid,26,2288,Metronidazole,9,9450,0,0,0,3.88
18-Mar-2025,Pediatrics,165,34650,210,320.8333333,7.7,31.7,ORS,44,2332,Paracetamol Syrup,13,21723,0,0,1,4.73
18-Mar-2025,Orthopedics,123,28044,228,350.55,18.1,41.1,Diclofenac,23,874,Vitamin D3,0,0,0,0,1,4.46
18-Mar-2025,Cardiology,121,175692,1452,2091.571429,14.7,23.7,Amiodarone,32,1376,Amiodarone,8,8760,0,0,1,3.64
18-Mar-2025,Pulmonology,102,43350,425,1032.142857,9.1,29.1,Azithromycin,21,1071,Salbutamol Inhaler,7,6384,0,0,0,3.53
19-Mar-2025,General Medicine,324,94284,291,604.3846154,17.9,45.9,Metformin,63,10962,Amoxicillin,26,42250,0,0,0,4.64
19-Mar-2025,General Surgery,35,22890,654,915.6,6.3,21.3,Ceftriaxone,5,660,Tramadol,0,0,0,0,0,4
19-Mar-2025,Nephrology,60,78360,1306,2009.230769,15.5,20.5,Erythropoietin,18,2844,Sevelamer,4,2652,0,0,0,3.74
19-Mar-2025,Neurology,138,89700,650,1495,14.5,28.5,Levetiracetam,18,3114,Clopidogrel,3,3222,0,0,1,4.72
19-Mar-2025,Gynecology & OBG,38,15390,405,549.6428571,15,32,Metronidazole,5,480,Iron-Folic Acid,1,608,0,0,0,4.04
19-Mar-2025,Pediatrics,158,102226,647,1460.371429,10.3,25.3,Paracetamol Syrup,39,1911,ORS,10,6040,0,0,0,4.77
19-Mar-2025,Orthopedics,106,74094,699,1058.485714,19.5,32.5,Vitamin D3,28,5516,Diclofenac,2,1020,0,0,0,4.53
19-Mar-2025,Cardiology,173,132864,768,1006.545455,5.9,34.9,Aspirin,48,8688,Clopidogrel,12,23784,0,0,1,4.53
19-Mar-2025,Pulmonology,99,48510,490,1102.5,8.5,16.5,Azithromycin,25,2725,Budesonide,7,6482,0,0,0,4.78
20-Mar-2025,General Medicine,231,100485,435,1004.85,9.5,27.5,Amlodipine,36,1296,Amoxicillin,16,31648,0,0,1,3.72
20-Mar-2025,General Surgery,84,35532,423,888.3,11.7,40.7,Tramadol,20,1940,Diclofenac,6,7146,0,0,0,3.8
20-Mar-2025,Nephrology,46,49634,1079,1418.114286,12.9,17.9,Tacrolimus,10,1940,Furosemide,3,5898,0,0,0,4.39
20-Mar-2025,Neurology,48,31200,650,1300,19.2,41.2,Levetiracetam,10,1730,Levetiracetam,3,3999,0,0,0,4.15
20-Mar-2025,Gynecology & OBG,122,50752,416,995.1372549,18.3,25.3,Oxytocin,35,5985,Oxytocin,7,7280,0,0,0,4.27
20-Mar-2025,Pediatrics,171,83277,487,711.7692308,13.2,18.2,Salbutamol,32,2944,ORS,2,3564,0,0,1,3.5
20-Mar-2025,Orthopedics,107,31886,298,419.5526316,14.6,44.6,Diclofenac,24,3456,Vitamin D3,5,4440,0,0,1,3.85
20-Mar-2025,Cardiology,137,82200,600,822,12.8,40.8,Amiodarone,24,1560,Atorvastatin,2,3122,0,0,0,4.08
20-Mar-2025,Pulmonology,56,38752,692,968.8,5.5,15.5,Azithromycin,9,720,Montelukast,5,3340,0,0,0,3.84
21-Mar-2025,General Medicine,280,135240,483,1252.222222,15.8,42.8,Paracetamol,60,9480,Amlodipine,6,3504,0,0,0,4.21
21-Mar-2025,General Surgery,45,37800,840,1890,16.8,36.8,Ceftriaxone,12,348,Diclofenac,3,3804,0,0,0,3.78
21-Mar-2025,Nephrology,42,55188,1314,1839.6,15.2,30.2,Sevelamer,7,1288,Sevelamer,4,7516,0,0,0,4.1
21-Mar-2025,Neurology,52,25376,488,725.0285714,13.5,20.5,Sodium Valproate,11,1210,Aspirin,3,4773,0,0,0,4.41
21-Mar-2025,Gynecology & OBG,84,34776,414,966,19.4,39.4,Oxytocin,12,2328,Calcium,6,9798,0,0,0,3.73
21-Mar-2025,Pediatrics,133,66101,497,661.01,20,38,Amoxicillin Syrup,33,3366,Paracetamol Syrup,6,7200,0,0,1,4.23
21-Mar-2025,Orthopedics,104,33800,325,704.1666667,7.3,23.3,Paracetamol,17,1938,Calcium,8,15776,0,0,1,4.29
21-Mar-2025,Cardiology,209,291346,1394,2913.46,7.5,12.5,Aspirin,30,4470,Clopidogrel,10,12060,0,0,1,3.89
21-Mar-2025,Pulmonology,39,36933,947,1758.714286,10.6,16.6,Budesonide,9,1728,Azithromycin,1,646,0,0,0,4.68
22-Mar-2025,General Medicine,76,17100,225,335.2941176,18.4,29.4,Metformin,21,3927,Paracetamol,1,854,0,0,0,4.15
22-Mar-2025,General Surgery,91,64701,711,1470.477273,5.1,20.1,Ceftriaxone,18,396,Pantoprazole,7,4823,0,0,0,3.36
22-Mar-2025,Nephrology,184,274160,1490,3427,5.9,14.9,Tacrolimus,21,3108,Erythropoietin,5,8720,0,0,0,4.37
22-Mar-2025,Neurology,84,57372,683,1434.3,18.1,32.1,Aspirin,20,2720,Clopidogrel,1,1986,0,0,0,4.89
22-Mar-2025,Gynecology & OBG,68,34748,511,723.9166667,8,36,Metronidazole,19,1387,Calcium,2,3296,0,0,0,3.59
22-Mar-2025,Pediatrics,104,67288,647,1401.833333,9.6,28.6,Salbutamol,12,624,Paracetamol Syrup,1,769,0,0,1,4.5
22-Mar-2025,Orthopedics,56,36680,655,917,11.8,21.8,Paracetamol,14,1470,Diclofenac,2,3802,0,0,0,3.68
22-Mar-2025,Cardiology,111,73149,659,1354.611111,6.9,18.9,Clopidogrel,11,1089,Atorvastatin,6,6936,0,0,0,4.58
22-Mar-2025,Pulmonology,72,47448,659,988.5,7,31,Azithromycin,16,464,Montelukast,6,4110,0,0,0,4.32
23-Mar-2025,General Medicine,62,32860,530,1060,7.5,24.5,Metformin,14,966,Amoxicillin,3,1794,0,0,0,4.47
23-Mar-2025,General Surgery,61,51789,849,1399.702703,19.1,33.1,Diclofenac,8,712,Pantoprazole,0,0,0,0,0,3.95
23-Mar-2025,Nephrology,78,85488,1096,2249.684211,13.1,28.1,Erythropoietin,20,940,Erythropoietin,7,9954,0,0,0,4.28
23-Mar-2025,Neurology,49,9800,200,316.1290323,15.1,37.1,Aspirin,5,830,Sodium Valproate,2,1294,0,0,0,3.67
23-Mar-2025,Gynecology & OBG,62,34968,564,874.2,9.4,25.4,Oxytocin,9,1008,Metronidazole,0,0,0,0,0,4.74
23-Mar-2025,Pediatrics,133,39767,299,409.9690722,15.5,21.5,Salbutamol,36,6084,ORS,11,10978,0,0,0,3.72
23-Mar-2025,Orthopedics,56,29680,530,645.2173913,10.7,28.7,Paracetamol,13,676,Diclofenac,4,4352,0,0,0,3.87
23-Mar-2025,Cardiology,40,46720,1168,2336,19.1,37.1,Clopidogrel,6,444,Amiodarone,1,1178,0,0,0,3.56
23-Mar-2025,Pulmonology,43,39173,911,1958.65,16.5,36.5,Azithromycin,8,1256,Salbutamol Inhaler,0,0,0,0,0,3.67
24-Mar-2025,General Medicine,279,95139,341,827.2956522,11.7,25.7,Paracetamol,66,9702,Paracetamol,0,0,0,0,2,4.34
24-Mar-2025,General Surgery,156,112788,723,1634.608696,11.7,28.7,Pantoprazole,39,3393,Diclofenac,0,0,0,0,0,4.37
24-Mar-2025,Nephrology,44,57068,1297,1585.222222,10.4,38.4,Furosemide,10,1550,Tacrolimus,0,0,0,0,0,3.94
24-Mar-2025,Neurology,62,23870,385,518.9130435,6.2,16.2,Clopidogrel,15,1440,Aspirin,5,8110,0,0,0,3.91
24-Mar-2025,Gynecology & OBG,140,96740,691,1535.555556,17.2,36.2,Oxytocin,21,462,Calcium,14,21616,0,0,1,3.79
24-Mar-2025,Pediatrics,179,88605,495,1093.888889,15.8,29.8,Amoxicillin Syrup,18,3438,Salbutamol,9,11880,0,0,0,4.05
24-Mar-2025,Orthopedics,228,67032,294,609.3818182,10.6,20.6,Diclofenac,26,1612,Diclofenac,7,13755,0,0,1,4.39
24-Mar-2025,Cardiology,68,64396,947,1609.9,5.3,21.3,Aspirin,15,1335,Atorvastatin,6,4974,0,0,0,4.72
24-Mar-2025,Pulmonology,37,16206,438,704.6086957,7.6,15.6,Montelukast,7,938,Azithromycin,3,3702,0,0,0,4.33
25-Mar-2025,General Medicine,116,66584,574,1189,17.5,22.5,Paracetamol,22,594,Metformin,4,2448,0,0,0,4.54
25-Mar-2025,General Surgery,162,71928,444,1057.764706,15.6,42.6,Ceftriaxone,24,2472,Ceftriaxone,3,3822,0,0,1,3.93
25-Mar-2025,Nephrology,45,46665,1037,1728.333333,19.8,30.8,Erythropoietin,12,240,Sevelamer,4,6472,0,0,0,4.22
25-Mar-2025,Neurology,108,66312,614,828.9,15,30,Sodium Valproate,23,3795,Clopidogrel,0,0,0,0,0,4.03
25-Mar-2025,Gynecology & OBG,152,38912,256,648.5333333,15.1,24.1,Oxytocin,38,5510,Metronidazole,1,781,0,0,1,4.47
25-Mar-2025,Pediatrics,115,37490,326,781.0416667,11.4,17.4,Amoxicillin Syrup,29,3683,Paracetamol Syrup,9,5553,0,0,0,3.5
25-Mar-2025,Orthopedics,72,23040,320,451.7647059,7.5,30.5,Calcium,16,816,Diclofenac,0,0,0,0,0,4.28
25-Mar-2025,Cardiology,192,177600,925,1233.333333,19.5,32.5,Amiodarone,22,3542,Amiodarone,10,14330,0,0,0,4.03
25-Mar-2025,Pulmonology,140,82880,592,1295,6.9,33.9,Budesonide,30,2850,Salbutamol Inhaler,5,8765,0,0,0,3.69
26-Mar-2025,General Medicine,156,107796,691,1711.047619,17.1,40.1,Amlodipine,44,924,Paracetamol,2,3450,0,0,1,4.21
26-Mar-2025,General Surgery,35,30450,870,2030,6.4,13.4,Pantoprazole,10,900,Pantoprazole,2,3120,0,0,0,3.48
26-Mar-2025,Nephrology,124,117304,946,2132.8,13.5,18.5,Sevelamer,12,996,Erythropoietin,9,10269,0,0,0,4.43
26-Mar-2025,Neurology,97,27645,285,406.5441176,18.1,25.1,Levetiracetam,23,4554,Clopidogrel,9,15021,0,0,0,4.65
26-Mar-2025,Gynecology & OBG,100,35700,357,714,16.3,38.3,Iron-Folic Acid,27,5265,Calcium,6,4620,0,0,0,4.35
26-Mar-2025,Pediatrics,155,87110,562,1146.184211,18.5,35.5,ORS,39,897,Amoxicillin Syrup,2,3936,0,0,1,4.6
26-Mar-2025,Orthopedics,103,32754,318,727.8666667,7.3,30.3,Calcium,15,1095,Diclofenac,3,5397,0,0,1,4.06
26-Mar-2025,Cardiology,224,188832,843,1748.444444,14.9,41.9,Atorvastatin,62,10230,Amiodarone,1,596,0,0,1,4.6
26-Mar-2025,Pulmonology,83,37018,446,771.2083333,11.8,24.8,Montelukast,17,3026,Montelukast,3,3441,0,0,0,4.13
27-Mar-2025,General Medicine,262,147244,562,1177.952,8.4,16.4,Amoxicillin,35,4760,Paracetamol,14,15512,0,0,2,3.44
27-Mar-2025,General Surgery,100,86000,860,1720,6.1,31.1,Pantoprazole,29,4437,Ceftriaxone,1,1725,0,0,0,3.53
27-Mar-2025,Nephrology,51,65892,1292,2745.5,14.5,20.5,Erythropoietin,12,708,Erythropoietin,3,5661,0,0,0,4.43
27-Mar-2025,Neurology,174,111360,640,1465.263158,10.4,35.4,Clopidogrel,51,5610,Levetiracetam,7,6944,0,0,1,3.73
27-Mar-2025,Gynecology & OBG,48,29808,621,1242,5.8,13.8,Oxytocin,10,1270,Oxytocin,4,6572,0,0,0,4.65
27-Mar-2025,Pediatrics,176,99440,565,887.8571429,10.8,23.8,Amoxicillin Syrup,23,2346,Amoxicillin Syrup,12,16056,0,0,1,4.14
27-Mar-2025,Orthopedics,88,45408,516,709.5,9.6,37.6,Diclofenac,19,779,Calcium,1,1652,0,0,0,3.45
27-Mar-2025,Cardiology,251,167166,666,1348.112903,6.4,15.4,Atorvastatin,56,1288,Clopidogrel,9,12861,0,0,1,4.48
27-Mar-2025,Pulmonology,94,73226,779,1076.852941,8.4,18.4,Budesonide,17,1479,Montelukast,9,6732,0,0,0,4.28
28-Mar-2025,General Medicine,162,82134,507,1053,9.3,34.3,Amoxicillin,17,1513,Metformin,16,17424,0,0,0,3.51
28-Mar-2025,General Surgery,60,41640,694,925.3333333,12.8,26.8,Pantoprazole,11,781,Pantoprazole,0,0,0,0,0,4.72
28-Mar-2025,Nephrology,63,66528,1056,1848,19.1,37.1,Tacrolimus,16,3024,Furosemide,2,1674,0,0,0,3.88
28-Mar-2025,Neurology,59,19411,329,485.275,9.5,21.5,Clopidogrel,13,624,Levetiracetam,5,5310,0,0,0,4.37
28-Mar-2025,Gynecology & OBG,30,6030,201,251.25,9.5,36.5,Iron-Folic Acid,9,198,Oxytocin,0,0,0,0,0,4.22
28-Mar-2025,Pediatrics,437,93518,214,479.5794872,15.6,43.6,Salbutamol,45,3690,Paracetamol Syrup,11,11000,0,1,0,3.63
28-Mar-2025,Orthopedics,102,68952,676,1641.714286,6.2,28.2,Diclofenac,30,3600,Calcium,0,0,0,0,0,4.11
28-Mar-2025,Cardiology,82,104796,1278,1612.246154,9.8,34.8,Aspirin,17,1921,Aspirin,4,6488,0,0,0,4.43
28-Mar-2025,Pulmonology,143,127985,895,1969,9.6,20.6,Salbutamol Inhaler,32,5760,Salbutamol Inhaler,12,17052,0,0,0,4.17
29-Mar-2025,General Medicine,180,61740,343,514.5,14.8,31.8,Metformin,26,728,Amoxicillin,8,6832,0,0,0,4.66
29-Mar-2025,General Surgery,83,35358,426,552.46875,16.4,34.4,Pantoprazole,19,1976,Pantoprazole,3,4302,0,0,0,3.73
29-Mar-2025,Nephrology,35,25025,715,1191.666667,18.7,27.7,Erythropoietin,10,1190,Tacrolimus,1,1410,0,0,0,4.14
29-Mar-2025,Neurology,30,12270,409,511.25,14.3,29.3,Clopidogrel,8,1448,Sodium Valproate,1,1149,0,0,0,4.74
29-Mar-2025,Gynecology & OBG,63,33138,526,828.45,8.4,33.4,Oxytocin,8,648,Metronidazole,4,7260,0,0,0,3.67
29-Mar-2025,Pediatrics,172,77572,451,923.4761905,11.8,29.8,Amoxicillin Syrup,36,4428,Amoxicillin Syrup,16,20496,0,0,0,4.13
29-Mar-2025,Orthopedics,35,12600,360,504,13.4,28.4,Paracetamol,5,515,Paracetamol,0,0,0,0,0,3.89
29-Mar-2025,Cardiology,111,107337,967,1703.761905,8,27,Amiodarone,32,3008,Amiodarone,4,5568,0,0,0,4.22
29-Mar-2025,Pulmonology,32,14784,462,616,15.8,28.8,Montelukast,5,410,Azithromycin,3,3324,0,0,0,4.35
30-Mar-2025,General Medicine,173,36330,210,534.2647059,15.6,32.6,Paracetamol,37,3441,Amlodipine,9,8757,0,0,1,4.32
30-Mar-2025,General Surgery,28,14280,510,1020,17.7,44.7,Diclofenac,4,176,Ceftriaxone,1,644,0,0,0,3.78
30-Mar-2025,Nephrology,43,36679,853,1358.481481,11.3,32.3,Tacrolimus,9,738,Erythropoietin,1,1771,0,0,0,3.57
30-Mar-2025,Neurology,38,8360,220,269.6774194,13.3,34.3,Sodium Valproate,5,305,Sodium Valproate,1,620,0,0,0,3.66
30-Mar-2025,Gynecology & OBG,108,50436,467,988.9411765,5.3,16.3,Calcium,29,4495,Calcium,5,7220,0,0,1,4.27
30-Mar-2025,Pediatrics,125,73125,585,1329.545455,6.2,31.2,Paracetamol Syrup,33,792,Amoxicillin Syrup,10,15810,0,0,1,4.1
30-Mar-2025,Orthopedics,81,49734,614,1275.230769,5.8,27.8,Paracetamol,15,2580,Diclofenac,7,3696,0,0,0,3.45
30-Mar-2025,Cardiology,152,162488,1069,2256.777778,10.3,39.3,Atorvastatin,33,6468,Aspirin,7,12054,0,0,1,4.47
30-Mar-2025,Pulmonology,83,43575,525,751.2931034,19.1,29.1,Budesonide,9,477,Salbutamol Inhaler,5,5800,0,0,0,3.77
31-Mar-2025,General Medicine,156,46956,301,426.8727273,11.4,30.4,Amoxicillin,45,1935,Paracetamol,4,3272,0,0,0,4.54
31-Mar-2025,General Surgery,81,48276,596,1419.882353,9,36,Pantoprazole,18,2502,Ceftriaxone,2,1654,0,0,0,4.64
31-Mar-2025,Nephrology,103,79104,768,1146.434783,15.1,41.1,Tacrolimus,18,1278,Furosemide,3,5988,0,0,0,4.57
31-Mar-2025,Neurology,70,22610,323,443.3333333,6.4,21.4,Aspirin,19,2850,Levetiracetam,4,5172,0,0,0,3.7
31-Mar-2025,Gynecology & OBG,82,32964,402,599.3454545,18.8,35.8,Metronidazole,22,440,Iron-Folic Acid,5,5675,0,0,0,4.72
31-Mar-2025,Pediatrics,143,65065,455,625.625,7.6,36.6,Paracetamol Syrup,23,2231,Paracetamol Syrup,14,18270,0,0,0,4.63
31-Mar-2025,Orthopedics,83,50630,610,830,11.9,27.9,Paracetamol,9,684,Calcium,3,2490,0,0,0,4.83
31-Mar-2025,Cardiology,188,279368,1486,1900.462585,8.8,30.8,Amiodarone,51,1785,Aspirin,10,12230,0,0,0,3.86
31-Mar-2025,Pulmonology,216,113616,526,1234.956522,5.9,26.9,Budesonide,24,912,Montelukast,17,10149,0,0,2,3.74
1-Apr-2025,General Medicine,185,100270,542,737.2794118,13.1,38.1,Metformin,44,5940,Metformin,6,8976,0,0,1,3.86
